ES,GD
[9225.01354045],85813.6443894865
[9225.01354045],85764.41746861934
[9225.01354045],85715.4445217434
[9225.01354045],85666.28234884515
[9225.01354045],85617.35804784881
[9225.01354045],85568.21571533309
[9225.01354045],85519.3309793246
[9225.01354045],85470.2359253231
[9225.01354045],85421.40473070677
[9225.01354045],85372.32960433232
[9225.01354045],85323.50308881754
[9138.69178723],85274.52223946701
[9138.69178723],85225.7352252949
[9138.69178723],85176.77436914027
[9138.69178723],85128.04815674231
[9138.69178723],85079.10715048488
[9138.69178723],85030.42509438026
[9138.69178723],84981.52536877508
[9138.69178723],84932.88571689322
[9138.69178723],84884.02228792572
[9138.69178723],84835.41596397944
[9138.69178723],84786.60240830616
[9138.69178723],84738.04903963713
[9138.69178723],84689.25524320979
[9138.69178723],84640.71120902497
[9138.69178723],84592.00530790958
[9138.69178723],84543.50282387008
[9138.69178723],84494.8168798564
[9138.69178723],84446.37523525249
[9014.35685992],84397.70910490214
[9014.35685992],84349.29825473376
[8977.28489247],84300.69097992856
[8977.28489247],84252.33051198434
[8977.28489247],84203.7430413732
[8977.28489247],84155.40995132472
[8977.28489247],84106.88589011834
[8977.28489247],84058.60184959484
[8977.28489247],84010.09761558696
[8977.28489247],83961.85033722641
[8977.28489247],83913.397063502
[8945.64179226],83865.202436637
[8945.64179226],83816.76892434823
[8710.46643647],83768.58576821549
[8710.46643647],83720.2372105628
[8710.46643647],83672.09653930017
[8710.46643647],83623.7679198859
[8710.46643647],83575.68810774128
[8710.46643647],83527.37928305387
[8710.46643647],83479.3242001272
[8710.46643647],83431.08233184402
[8710.46643647],83383.07525012328
[8710.46643647],83334.85322485477
[8470.11103431],83286.89032077938
[8470.11103431],83238.70954841861
[8352.16920485],83190.7889993234
[8352.16920485],83142.64459750081
[8352.16920485],83094.75750505106
[8209.29225492],83046.66278016023
[8209.29225492],82998.82870633058
[8199.38268119],82950.75373269635
[8163.39428861],82902.92857324115
[8163.39428861],82854.9420690437
[8105.93913246],82807.1582882001
[8105.93913246],82759.19173713714
[8105.93913246],82711.46879986866
[8105.93913246],82663.52205848636
[8105.93913246],82615.83107214318
[7958.01335624],82567.94164880841
[7958.01335624],82520.30149916273
[7958.01335624],82472.43186502981
[7894.87686846],82424.81593581446
[7894.87686846],82377.01393970546
[7894.87686846],82329.44581391409
[7894.87686846],82281.66366012285
[7894.87686846],82234.141141886
[7894.87686846],82186.39838213626
[7894.87686846],82138.91481208005
[7894.87686846],82091.21349224093
[7858.37243298],82043.77262243415
[7858.37243298],81996.10716167152
[7858.37243298],81948.69882190831
[7858.37243298],81901.08443423788
[7858.37243298],81853.72872327012
[7796.90521399],81806.13408949912
[7622.47883507],81758.79003712857
[7591.57162243],81711.28009476696
[7591.57162243],81663.9786223877
[7534.36821708],81616.48860875788
[7534.36821708],81569.24800541606
[7495.53706896],81521.77777696971
[7399.42370681],81474.56132254489
[7399.42370681],81427.15882668179
[7348.1399276],81379.9901525743
[7348.1399276],81332.60749565296
[7348.1399276],81285.48462222198
[7258.20850673],81238.14110874062
[7227.84517817],81191.05672522588
[7185.08813131],81143.75533554533
[7133.24299142],81096.71491431989
[7081.5771608],81049.44751557792
[7081.5771608],81002.43626173014
[7081.5771608],80955.22502615194
[7081.5771608],80908.26495041815
[7071.12302896],80861.07349143601
[7071.12302896],80814.13526905394
[7005.23095349],80767.01463147726
[7005.23095349],80720.12326589278
[7005.23095349],80673.02248068481
[7005.23095349],80626.18347652514
[7005.23095349],80579.11336065439
[7005.23095349],80532.29760397911
[7005.23095349],80485.29269076073
[7005.23095349],80438.52547238067
[7005.23095349],80391.54038102081
[7005.23095349],80344.81363289703
[7005.23095349],80297.87463271403
[7005.23095349],80251.19922710098
[6969.27378548],80204.2833733137
[6969.27378548],80157.61807768127
[6969.27378548],80110.78785767216
[6969.27378548],80064.16485544016
[6920.3693938],80017.35456250988
[6920.3693938],79970.79243104003
[6920.3693938],79924.00192163381
[6920.3693938],79877.46583645938
[6920.3693938],79830.74051211624
[6694.2463965],79784.25297397432
[6694.2463965],79737.54746868955
[6694.2463965],79691.10035814255
[6694.2463965],79644.44099969266
[6694.2463965],79598.04533915967
[6694.2463965],79551.40897164996
[6400.84229981],79505.02314535793
[6400.84229981],79458.47284187848
[6400.84229981],79412.12917746085
[6400.84229981],79365.59880060067
[6400.84229981],79319.31600742471
[6400.84229981],79272.80541362727
[6371.88215943],79226.54953739556
[6371.88215943],79180.10296260868
[6228.33605886],79133.895981858
[6228.33605886],79087.46921733185
[6228.33605886],79041.30022009672
[6228.33605886],78994.92280700008
[6228.33605886],78948.80693896303
[6197.1690711],78902.44925879172
[5995.64875742],78856.34158450221
[5855.59504379],78810.07335583896
[5855.59504379],78764.0067736381
[5855.59504379],78717.75848659978
[5855.59504379],78671.75275998334
[5798.14615243],78625.52427107154
[5798.14615243],78579.55246144804
[5798.14615243],78533.37868313126
[5798.14615243],78487.4584811894
[5798.14615243],78441.30446183002
[5798.14615243],78395.40314004557
[5798.14615243],78349.32395663386
[5798.14615243],78303.46828777212
[5407.39619815],78257.40896764431
[5407.39619815],78211.61423610954
[5407.39619815],78165.57463546426
[5407.39619815],78119.78417930948
[5407.39619815],78073.83945479745
[5407.39619815],78028.08835396782
[5323.89286054],77982.16359635978
[5323.89286054],77936.47332473788
[5323.89286054],77890.56839063331
[5323.89286054],77844.92344049334
[5323.89286054],77799.05827252856
[5225.92170137],77753.4529502907
[5225.92170137],77707.62820816845
[5225.92170137],77662.06372458438
[5225.92170137],77616.2776066511
[5225.92170137],77570.75066184734
[5225.92170137],77525.0080875114
[5225.92170137],77479.52774308302
[5225.92170137],77433.8152716819
[5225.92170137],77388.35714910045
[5225.92170137],77342.71144495318
[5225.92170137],77297.30141311923
[5225.92170137],77251.67552584865
[5225.92170137],77206.30922623184
[5225.92170137],77160.72517176137
[5225.92170137],77115.40230350595
[5225.92170137],77069.85302845169
[5225.92170137],77024.5607267297
[5225.92170137],76979.06548462335
[5225.92170137],76933.82499242965
[5225.92170137],76888.34949916982
[5014.43625989],76843.12649649622
[5014.43625989],76797.72772236244
[5014.43625989],76752.54980575372
[5014.43625989],76707.17089816766
[5014.43625989],76662.05391548034
[5014.43625989],76616.69473065327
[5014.43625989],76571.58570717058
[5014.43625989],76526.3162905052
[5014.43625989],76481.24827337272
[5014.43625989],76435.99879031348
[5014.43625989],76390.99163713244
[5014.43625989],76345.7619441499
[5014.43625989],76300.78932565158
[5014.43625989],76255.61352521731
[5014.43625989],76210.6927600374
[5014.43625989],76165.53670462358
[5014.43625989],76120.6331341721
[5014.43625989],76075.55419669238
[5014.43625989],76030.69559431431
[5014.43625989],75985.6365223717
[5014.43625989],75940.83885496957
[4976.35166766],75895.79950477135
[4976.35166766],75851.01056988911
[4972.98847321],75806.0599186831
[4972.98847321],75761.31233527345
[4972.98847321],75716.38160898665
[4972.98847321],75671.69489859254
[4873.33828124],75626.78395366188
[4873.33828124],75582.12953637847
[4873.33828124],75537.2754490021
[4873.33828124],75492.67203707424
[4873.33828124],75447.83770709974
[4873.33828124],75403.25747638244
[4873.33828124],75358.49216964273
[4866.0783347],75313.95936716953
[4866.0783347],75269.21388058075
[4866.0783347],75224.72957462636
[4866.0783347],75180.01974136419
[4866.0783347],75135.56757144531
[4866.0783347],75090.90939504979
[4866.0783347],75046.50972113965
[4866.0783347],75001.87127307199
[4866.0783347],74957.48429415165
[4866.0783347],74912.92909841963
[4866.0783347],74868.58519382734
[4866.0783347],74824.04989066711
[4849.42222972],74779.76689284228
[4849.42222972],74735.25133856571
[4849.42222972],74690.98939986339
[4778.37381809],74646.54572696192
[4778.37381809],74602.33036052082
[4628.40495227],74557.90651960661
[4628.40495227],74513.745758767
[4628.40495227],74469.34971284294
[4628.40495227],74425.20707997096
[4628.40495227],74380.88410795017
[4560.60144102],74336.78768785374
[4560.60144102],74292.48455289022
[4560.60144102],74248.44530684875
[4560.60144102],74204.16668439297
[4560.60144102],74160.13983441687
[4560.60144102],74115.94321537744
[4560.60144102],74071.9598347209
[4560.60144102],74027.78309824325
[4560.60144102],73983.8606347988
[4560.60144102],73939.70363715607
[4560.60144102],73895.79967366799
[4495.76612921],73851.7180174894
[4495.76612921],73807.85957987384
[4495.76612921],73763.79777027981
[4495.76612921],73720.0002874156
[4494.92004751],73675.95818054023
[4494.92004751],73632.16584296837
[4469.85549321],73588.21738865993
[4469.85549321],73544.46483280322
[4469.85549321],73500.53631965013
[4469.85549321],73456.84461986777
[4469.85549321],73412.9359043698
[4469.85549321],73369.28685809347
[4469.85549321],73325.42138059223
[4469.85549321],73281.81837854581
[4469.85549321],73237.98382818715
[4469.85549321],73194.40447818111
[4469.85549321],73150.63448334763
[4469.85549321],73107.10390379366
[4469.85549321],73063.35369611142
[4448.22413198],73019.86216207156
[4448.22413198],72976.15990939249
[4448.22413198],72932.72192604354
[4448.22413198],72889.03937310209
[4448.22413198],72845.60670551742
[4448.22413198],72802.01756592555
[4448.22413198],72758.6247627108
[4448.22413198],72715.05555954139
[4422.99317911],72671.72361733945
[4422.99317911],72628.17420707394
[4422.99317911],72584.88439831743
[4385.79480064],72541.37890424697
[4329.56517925],72498.13640525512
[4329.56517925],72454.65997860802
[4329.56517925],72411.4378297762
[4329.56517925],72368.03103232881
[4329.56517925],72324.8561477244
[4329.56517925],72281.469160446
[4329.56517925],72238.3440447287
[4329.56517925],72194.99106950122
[4329.56517925],72151.89511711424
[4247.65762316],72108.59829053289
[4247.65762316],72065.55356593616
[4244.37194172],72022.2764779802
[4244.37194172],71979.25343920576
[4244.37194172],71936.04738182548
[4244.37194172],71893.07118849445
[4244.37194172],71849.88494667006
[4244.37194172],71806.96151879197
[4244.37194172],71763.80543357515
[4244.37194172],71720.90427791506
[4183.9911581],71677.8148601049
[4183.9911581],71634.96185750021
[4160.68330384],71591.8922312975
[4160.68330384],71549.0827032871
[4144.11122212],71506.05524519793
[4144.11122212],71463.28977885116
[4140.81969475],71420.29617308037
[4140.81969475],71377.55957879356
[4140.81969475],71334.62256166937
[4113.12893575],71291.93707266466
[4113.12893575],71249.01979298386
[4113.12893575],71206.35687195972
[4113.12893575],71163.50943295012
[4113.12893575],71120.89371998917
[4113.12893575],71078.06608684076
[4113.12893575],71035.50058698814
[4113.12893575],70992.7063938606
[4113.12893575],70950.16902262149
[4102.70849973],70907.4325459604
[4085.87788834],70864.94595683395
[4085.87788834],70822.22922157028
[4085.87788834],70779.76749434558
[4085.87788834],70737.11751696901
[4031.98437778],70694.70392149469
[4031.98437778],70652.07373194607
[4031.98437778],70609.7037941783
[4013.74362598],70567.11553435898
[4009.25219412],70524.78921802255
[4009.25219412],70482.23546165421
[3997.94347629],70439.93918578721
[3943.27780721],70397.44024477783
[3943.27780721],70355.19558871014
[3922.36748782],70312.71637163885
[3922.36748782],70270.49066970352
[3922.36748782],70228.08617055966
[3922.36748782],70185.90620755253
[3922.36748782],70143.52153549608
[3910.43517256],70101.4022978447
[3909.31969352],70059.03762554386
[3865.71416946],70016.92295815237
[3848.60311682],69974.65261395062
[3848.60311682],69932.57753668103
[3848.60311682],69890.32712092323
[3827.15700516],69848.31291299139
[3827.15700516],69806.08228212805
[3827.15700516],69764.11210190503
[3827.15700516],69721.92291935996
[3827.15700516],69679.99547014986
[3827.15700516],69637.84210836793
[3827.15700516],69595.9470788707
[3827.15700516],69553.84493659092
[3827.15700516],69512.0025554729
[3827.15700516],69469.92011450471
[3827.15700516],69428.08944704008
[3827.15700516],69386.09158694591
[3781.36179382],69344.3036149997
[3781.36179382],69302.32562967241
[3781.36179382],69260.59858307165
[3771.51100544],69218.64032875423
[3771.51100544],69176.93692677157
[3771.51100544],69135.0470614087
[3751.36226471],69093.39131473396
[3751.36226471],69051.52123837365
[3751.36226471],69009.91259549043
[3732.06858572],68968.07997598522
[3732.06858572],68926.506727378
[3722.21586139],68884.7208553309
[3722.21586139],68843.2002455512
[3722.21586139],68801.4356595415
[3722.21586139],68759.92180266231
[3722.21586139],68718.24807005175
[3722.21586139],68676.77492806128
[3722.21586139],68635.12109992123
[3722.21586139],68593.70885228289
[3682.06332778],68552.07478497119
[3641.61751674],68510.69919487512
[3641.61751674],68469.1162163595
[3641.61751674],68427.79331738652
[3641.61751674],68386.23003447829
[3641.61751674],68344.91856603167
[3591.86908922],68303.4402489268
[3591.86908922],68262.1713628157
[3558.18943164],68220.71291746435
[3558.18943164],68179.50495984284
[3558.18943164],68138.06624247631
[3558.18943164],68096.88269407311
[3527.46341845],68055.51133710753
[3527.46341845],68014.37575749081
[3527.46341845],67973.02417913251
[3527.46341845],67931.93351004427
[3527.46341845],67890.6222326729
[3527.46341845],67849.57217582226
[3527.46341845],67808.29986068139
[3527.46341845],67767.28795201014
[3527.46341845],67726.05826591104
[3527.46341845],67685.09128322879
[3499.08300061],67643.89417821006
[3440.27030046],67602.95376241313
[3440.27030046],67561.81673993214
[3440.27030046],67520.9264388317
[3440.27030046],67479.80915464209
[3440.27030046],67438.94852741534
[3440.27030046],67397.89156930445
[3440.27030046],67357.08098681294
[3440.27030046],67316.04376749204
[3350.52727482],67275.26335972329
[3350.52727482],67234.28580031084
[3350.52727482],67193.55563210238
[3350.52727482],67152.59780723002
[3350.52727482],67111.89643605483
[3280.97370172],67071.00010401216
[3280.97370172],67030.34843899525
[3172.78048349],66989.47185028778
[3172.78048349],66948.85277263923
[3172.78048349],66908.03264302241
[3172.78048349],66867.46473261797
[3138.08511916],66826.66431929046
[3138.08511916],66786.11863938156
[3138.08511916],66745.38851234708
[3138.08511916],66704.8899344024
[3138.08511916],66664.17959507344
[3138.08511916],66623.73215706837
[3138.08511916],66583.05406705293
[3138.08511916],66542.6325940948
[3138.08511916],66502.01550027139
[3138.08511916],66461.64388195059
[3138.08511916],66421.04652616568
[3138.08511916],66380.70645724735
[3138.08511916],66340.16693526247
[3138.08511916],66299.87764042141
[3138.08511916],66259.35783919638
[3138.08511916],66219.09357424424
[3035.98782504],66178.64029776448
[3035.98782504],66138.42426180467
[3035.98782504],66097.99075068194
[3035.98782504],66057.81783866139
[3035.98782504],66017.42695198354
[3035.98782504],65977.29896155512
[3035.98782504],65936.94066439611
[3035.98782504],65896.8392449194
[3035.89872914],65856.5410186383
[3035.89872914],65816.48972733694
[3035.89872914],65776.2112311741
[3035.89872914],65736.18956513939
[3035.89872914],65695.9714574601
[3035.89872914],65655.99982809174
[3035.89872914],65615.80145141607
[3035.89872914],65575.8601016718
[3035.89872914],65535.72124334211
[3035.89872914],65495.830184336424
[3035.89872914],65455.71105169606
[3035.89872914],65415.848472622936
[3035.89872914],65375.79125287711
[3035.89872914],65335.978267316044
[3035.89872914],65295.94078498618
[3035.89872914],65256.16123757055
[3035.89872914],65216.17908707328
[3031.79776056],65176.45104037065
[3031.79776056],65136.48859216935
[3031.79776056],65096.780453031155
[2985.19116819],65056.89142102974
[2985.19116819],65017.22945043545
[2947.58727777],64977.36021437473
[2947.58727777],64937.75612632398
[2947.58727777],64897.910510692236
[2947.58727777],64858.317147680405
[2880.09169129],64818.5560927727
[2879.92949438],64779.00546431256
[2871.53541428],64739.264262421915
[2871.53541428],64699.774582001315
[2871.53541428],64660.05308928672
[2871.53541428],64620.5868987104
[2862.89754867],64580.9339941981
[2862.89754867],64541.51542830749
[2858.40951733],64501.882292201626
[2858.40951733],64462.5112199242
[2858.40951733],64422.91503769329
[2858.40951733],64383.57843042822
[2858.40951733],64344.03038390652
[2858.40951733],64304.74732128251
[2843.11983539],64265.218935267374
[2813.92217972],64225.94134733414
[2813.92217972],64186.506122540864
[2813.92217972],64147.26854465264
[2813.92217972],64107.853214752955
[2813.92217972],64068.67654120957
[2813.92217972],64029.28096252427
[2813.92217972],63990.14573337516
[2776.65287587],63950.794968582115
[2776.65287587],63911.70876378688
[2776.65287587],63872.384569441616
[2776.65287587],63833.3142276216
[2776.65287587],63794.06656339853
[2774.97388338],63755.04145041357
[2774.97388338],63715.813592217855
[2774.97388338],63676.84947630222
[2774.97388338],63637.641280111435
[2774.97388338],63598.68436467513
[2774.97388338],63559.56694006
[2774.97388338],63520.65080468965
[2774.97388338],63481.55325938021
[2774.97388338],63442.69804461943
[2774.97388338],63403.62023487625
[2752.11134104],63364.80140039852
[2752.11134104],63325.7750407367
[2752.11134104],63287.00882345611
[2752.11134104],63248.00213657034
[2752.11134104],63209.24796249897
[2752.11134104],63170.32538562618
[2752.11134104],63131.61409948366
[2752.11134104],63092.711365158364
[2752.11134104],63054.06103797954
[2727.00056577],63015.17800232024
[2727.00056577],62976.55019614724
[2727.00056577],62937.73704787852
[2727.00056577],62899.156488474
[2727.00056577],62860.36310728548
[2727.00056577],62821.83280794699
[2727.00056577],62783.07281102119
[2727.00056577],62744.57049253995
[2727.00056577],62705.868413175376
[2727.00056577],62667.41686621875
[2681.86479004],62628.73449028689
[2681.86479004],62590.30808483482
[2681.86479004],62551.69207752667
[2681.86479004],62513.31397072647
[2681.86479004],62474.71771019319
[2681.86479004],62436.38236212289
[2681.86479004],62397.829201381996
[2681.86479004],62359.539671605926
[2667.94784987],62321.017785304895
[2667.94784987],62282.7524431278
[2667.94784987],62244.29425082406
[2667.94784987],62206.0779992602
[2667.94784987],62167.63953822288
[2569.94982172],62129.46040571249
[2569.94982172],62091.072422550984
[2569.94982172],62052.94618897587
[2569.94982172],62014.57786734227
[2569.94982172],61976.46170612702
[2569.94982172],61938.180193959604
[2569.94982172],61900.10608215658
[2569.94982172],61861.844420466485
[2569.94982172],61823.831259353065
[2566.7893335],61785.589304289395
[2566.7893335],61747.604205072435
[2566.7893335],61709.42471455268
[2566.7893335],61671.48907029652
[2566.7893335],61633.329301922444
[2566.7893335],61595.42819709554
[2566.7893335],61557.32230267979
[2566.7893335],61519.47313680982
[2566.7893335],61481.38691893652
[2566.7893335],61443.554635708475
[2566.7893335],61405.54592285765
[2566.7893335],61367.75858691241
[2566.7893335],61329.76967320891
[2566.7893335],61292.043341511744
[2566.7893335],61254.07408290661
[2566.7893335],61216.35682359587
[2566.7893335],61178.47574693848
[2566.7893335],61140.80010939357
[2566.7893335],61102.93888652574
[2566.7893335],61065.32419621433
[2566.7893335],61027.48268329802
[2566.7893335],60989.89889242529
[2566.7893335],60952.11606896235
[2566.7893335],60914.58283726239
[2566.7893335],60876.81971238109
[2566.7893335],60839.31317966792
[2566.7893335],60801.61433671304
[2566.7893335],60764.15673098794
[2566.7893335],60726.477615033036
[2566.7893335],60689.05834556511
[2566.7893335],60651.42810881625
[2566.7893335],60614.06219624738
[2566.7893335],60576.45160535442
[2566.7893335],60539.0925496768
[2566.7893335],60501.57319335941
[2566.7893335],60464.25479438069
[2566.7893335],60426.75530433689
[2566.7893335],60389.49783956563
[2566.7893335],60352.01807200563
[2566.7893335],60314.79789806243
[2566.7893335],60277.368381532804
[2560.02562088],60240.201180989716
[2475.46011318],60202.813323180366
[2475.46011318],60165.686190820066
[2475.46011318],60128.3722970259
[2475.46011318],60091.26023717485
[2475.46011318],60053.95301401727
[2475.46011318],60016.901940284646
[2475.46011318],59979.73269664812
[2456.48716916],59942.64840095607
[2427.99073844],59905.46963979577
[2427.99073844],59868.445961956066
[2427.99073844],59831.287227644716
[2427.99073844],59794.32431646466
[2427.99073844],59757.279396465376
[2404.27349256],59720.30210615874
[2404.27349256],59683.254214614564
[2404.27349256],59646.337454443325
[2404.27349256],59609.33463219518
[2375.27448284],59572.458175910855
[2372.81790263],59535.532515042956
[2372.81790263],59498.66598721563
[2372.81790263],59461.745411735494
[2372.81790263],59424.93935309708
[2372.81790263],59388.13521418053
[2372.81790263],59351.312871658534
[2365.69245597],59314.505213086384
[2365.69245597],59277.74308580374
[2365.69245597],59240.974669305506
[2353.28522522],59204.257554455384
[2353.28522522],59167.58093735491
[2352.67962304],59130.86340639246
[2325.54305503],59094.188687325695
[2325.54305503],59057.53126725396
[2325.54305503],59020.94116604442
[2325.54305503],58984.29249494536
[2325.54305503],58947.70736049298
[2325.54305503],58911.11872324149
[2325.54305503],58874.644314225734
[2325.54305503],58838.04966442511
[2323.11253934],58801.57084068151
[2317.94441734],58765.03482533962
[2317.94441734],58728.62155618303
[2311.84635219],58692.12463081626
[2307.82472624],58655.75709753986
[2307.82472624],58619.30392231438
[2307.82472624],58583.00332585216
[2307.82472624],58546.585264615656
[2307.82472624],58510.314276584606
[2307.82472624],58473.94453529408
[2307.82472624],58437.76663881432
[2307.82472624],58401.419540286144
[2304.37370681],58365.22544063421
[2304.37370681],58328.944230423294
[2304.37370681],58292.92162024612
[2303.38052108],58256.62736479024
[2284.38036744],58220.52384053343
[2284.38036744],58184.31981219985
[2284.38036744],58148.41015949064
[2284.38036744],58112.182167255836
[2273.23869817],58076.134706148485
[2273.23869817],58040.04157190405
[2251.73683317],58004.40161617146
[2251.73683317],57968.16283509838
[2238.70077373],57932.105503851264
[2238.70077373],57896.074345150715
[2218.46704253],57860.10728730455
[2194.07081824],57824.18855863223
[2194.07081824],57789.022220725776
[2194.07081824],57752.72176106483
[2194.07081824],57716.91073545461
[2194.07081824],57682.114380662155
[2194.07081824],57645.71004503981
[2194.07081824],57609.87782737126
[2194.07081824],57574.740168763805
[2194.07081824],57538.57040294472
[2194.07081824],57502.867930004606
[2194.07081824],57468.14872903778
[2194.07081824],57431.84359933566
[2194.07081824],57396.12865765492
[2194.07081824],57361.19153120547
[2194.07081824],57325.06607847379
[2194.07081824],57289.47892790571
[2194.07081824],57254.829604522085
[2194.07081824],57218.62483961765
[2194.07081824],57183.02605158739
[2194.07081824],57148.291098555324
[2163.52239099],57112.20453848393
[2163.52239099],57076.700858604236
[2163.52239099],57042.19862420108
[2163.52239099],57006.061465560044
[2163.52239099],56970.55813235608
[2163.52239099],56935.93054880647
[2163.52239099],56899.927976749634
[2076.7680055],56864.52924020517
[2076.7680055],56830.10047953023
[2076.7680055],56794.059371712756
[2076.7680055],56758.66677851857
[2076.7680055],56724.22644716133
[2076.7680055],56688.2640830131
[2076.7680055],56652.94413423899
[2076.7680055],56618.65362189348
[2076.7680055],56582.67996133368
[2076.7680055],56547.37954518317
[2076.7680055],56513.04407570224
[2076.7680055],56477.16276870575
[2062.61040101],56441.94281726256
[2062.61040101],56407.727593591
[2062.61040101],56371.84694581278
[2062.61040101],56336.65292115271
[2062.61040101],56302.492517399565
[2062.61040101],56266.65311389587
[2062.61040101],56231.508567758465
[2062.61040101],56197.4200230309
[2062.61040101],56161.60918703528
[2062.61040101],56126.50607094627
[2060.81894639],56092.45399520414
[2060.81894639],56056.69049787889
[2056.32702333],56021.64004554775
[2056.32702333],55987.6375464679
[2056.32702333],55951.912827595275
[2056.32702333],55916.90960530919
[2056.32702333],55882.946365284246
[2056.32702333],55847.266316440815
[2056.32702333],55812.313786428174
[2056.12415307],55778.38126771827
[2056.12415307],55742.749967578355
[2056.12415307],55707.85054554227
[2055.21126741],55673.942909651276
[2055.21126741],55638.36300831903
[2055.21126741],55603.518265053826
[2055.21126741],55569.63178393515
[2055.21126741],55534.10482077924
[2055.21126741],55499.315664154565
[2014.40668686],55465.44817338334
[2013.91220926],55429.97503612108
[2013.90508264],55395.241983719396
[1985.57643689],55361.39223141126
[1985.57643689],55325.97342585774
[1985.57643689],55291.296766595035
[1955.43476337],55257.46403382117
[1948.22529549],55222.09984244826
[1948.22529549],55187.47973188717
[1948.22529549],55153.66361078534
[1948.22529549],55118.35418585471
[1948.22529549],55083.79070219048
[1948.22529549],55049.99096617432
[1939.39269247],55014.73638436256
[1936.62560685],54980.22956119814
[1936.62560685],54946.44608907832
[1936.62560685],54911.24638345523
[1936.62560685],54876.79622892827
[1921.90381734],54843.02896060641
[1921.90381734],54807.88413931306
[1921.90381734],54773.49064722278
[1921.90381734],54739.73955786326
[1905.49851067],54704.64961499231
[1905.49851067],54670.31277124997
[1905.49851067],54636.57785625185
[1891.83069788],54601.54277816583
[1885.4573005],54567.26256451882
[1885.4573005],54533.543830789924
[1885.4573005],54498.56359977561
[1885.4573005],54464.339995945964
[1885.4573005],54430.63745684752
[1870.37713518],54395.71205321877
[1870.37713518],54361.54503812199
[1870.37713518],54327.858710546905
[1865.63483249],54292.988113845706
[1865.63483249],54258.87766627772
[1865.63483249],54225.207568966514
[1865.63483249],54190.39175864172
[1865.63483249],54156.33785765891
[1865.63483249],54122.68401023229
[1865.63483249],54087.9229660162
[1865.63483249],54053.925591139385
[1865.63483249],54020.28801354457
[1865.63483249],53985.58171565566
[1865.63483249],53951.634253207456
[1850.37592133],53918.02909125945
[1850.37592133],53883.37056587438
[1850.37592133],53849.45869405762
[1850.37592133],53815.920566886794
[1850.37592133],53781.29465196782
[1850.37592133],53747.44917149371
[1850.37592133],53713.900312662015
[1850.37592133],53679.340770522904
[1850.37592133],53645.494241714456
[1850.37592133],53612.10628470697
[1832.38847266],53577.537328347884
[1832.38847266],53543.77315964908
[1832.38847266],53510.32599072437
[1832.38847266],53475.84513532536
[1832.38847266],53442.10249330485
[1832.38847266],53408.76126302565
[1832.38847266],53374.29482906625
[1832.38847266],53340.63806923866
[1832.38847266],53307.23371650891
[1813.83745828],53272.85718110307
[1813.83745828],53239.17131474866
[1813.83745828],53206.003681280046
[1813.83745828],53171.58128966575
[1813.83745828],53137.99605027683
[1813.83745828],53104.71048231911
[1794.39049012],53070.404006057914
[1794.39049012],53036.83586561312
[1794.39049012],53003.67249863223
[1794.39049012],52969.37193144201
[1794.39049012],52935.90481446018
[1794.39049012],52902.638131375235
[1794.39049012],52868.44639276433
[1794.39049012],52834.88127206549
[1781.17270226],52802.078373490156
[1781.17270226],52767.72820704227
[1781.17270226],52734.27105544928
[1781.17270226],52701.241062361725
[1781.17270226],52667.063331751706
[1781.17270226],52633.734586144834
[1781.17270226],52600.574981334365
[1778.91229489],52566.51889137122
[1761.41345352],52533.05173336183
[1741.4336008],52500.521051051604
[1714.23249896],52466.219029820575
[1714.23249896],52432.84861560799
[1714.23249896],52400.01715842078
[1714.23249896],52365.92978737128
[1714.23249896],52332.717004695376
[1714.23249896],52299.70691462636
[1714.23249896],52265.76602446205
[1705.04525682],52232.43613232925
[1705.04525682],52199.99312244464
[1705.04525682],52165.83376606963
[1705.04525682],52132.61119478857
[1705.04525682],52099.8630225484
[1701.01928324],52065.920850210015
[1701.01928324],52032.85716295371
[1701.01928324],51999.92800601247
[1701.01928324],51966.13352182898
[1678.10955581],51932.89430807637
[1656.61558197],51900.58531858847
[1656.61558197],51866.58255159403
[1656.61558197],51833.51613004787
[1656.61558197],51800.835580711464
[1656.61558197],51767.04611366858
[1656.61558197],51734.0504581269
[1639.41561139],51701.39954982485
[1639.41561139],51667.65749086855
[1639.41561139],51634.678044708555
[1639.41561139],51602.14181538126
[1639.41561139],51568.40530395151
[1639.41561139],51535.52711487127
[1639.41561139],51502.87076160834
[1639.41561139],51469.25471609955
[1639.41561139],51436.2518174837
[1639.41561139],51404.18375537249
[1628.72994385],51370.33518386113
[1628.72994385],51337.452229587165
[1628.72994385],51305.0205592054
[1628.72994385],51271.41790280919
[1628.72994385],51238.63343033457
[1628.72994385],51206.18264524138
[1628.72994385],51172.6513900006
[1628.72994385],51139.84398281764
[1628.72994385],51107.6259190601
[1628.72994385],51074.039028354804
[1628.72994385],51041.385764635495
[1628.72994385],51008.88820952467
[1628.72994385],50975.50306073172
[1628.72994385],50942.67470184934
[1628.72994385],50910.34050018739
[1578.12419797],50877.11917668064
[1578.12419797],50844.48035114456
[1578.12419797],50811.67746987701
[1534.2692622],50779.6899505887
[1534.2692622],50746.19058731164
[1534.2692622],50713.65061908532
[1534.2692622],50681.33543661706
[1534.2692622],50648.06650145366
[1534.2692622],50615.38842998614
[1534.2692622],50583.69763022362
[1534.2692622],50550.18485846066
[1534.2692622],50517.65439767865
[1534.2692622],50485.54702158406
[1523.35160241],50452.29773939202
