ES,GD
[300.00029414],11961.719345802278
[300.00022803],11948.47650204258
[300.00022803],11936.924464707054
[300.00022803],11925.842619365827
[300.00022803],11914.210249803004
[300.00022803],11901.938756537458
[300.00022803],11891.563636060353
[300.00022803],11878.495773898827
[300.00019576],11867.405406726672
[300.00019576],11855.492834609655
[300.00019576],11844.808966664956
[300.00019576],11831.991102467042
[300.00017723],11821.595883959815
[300.00017723],11808.767495057193
[300.00017222],11798.329958154798
[300.00017222],11785.577115937806
[300.00017222],11775.282884379227
[300.00017222],11762.391786209637
[300.00017222],11751.74013091779
[300.00016382],11739.310137126533
[300.00016382],11729.242630368077
[300.00016382],11716.12244186902
[300.00016382],11704.619520404729
[300.00016119],11693.822573629395
[300.00016119],11682.130912727152
[300.00010798],11670.10009424561
[300.00010798],11659.731648865389
[300.00010699],11646.869384320056
[300.00010699],11636.116775047229
[300.00010699],11623.973784354986
[300.00010699],11613.761047104796
[300.00010699],11600.838069509206
[300.00010699],11589.773483050647
[300.00009232],11578.205970997135
[300.00009232],11567.465163764175
[300.00009232],11554.934837356139
[300.00009232],11544.914781157859
[300.00009232],11531.981563124147
[300.00009232],11520.774221590911
[300.00009232],11509.591983792281
[300.00009232],11498.524625377064
[300.00009232],11486.262738329373
[300.00009232],11476.293394413056
[300.00009232],11463.340496127486
[300.00009232],11451.987591955176
[300.00009232],11441.261027819075
[300.00009232],11429.773631171505
[300.00009232],11417.841971068601
[300.00009232],11407.639575270394
[300.00007859],11394.89854282584
[300.00007859],11384.127589990318
[300.00007859],11372.345109059523
[300.00007859],11362.041923946379
[300.00007859],11349.411947557732
[300.00007859],11338.954632365794
[300.00007859],11326.769936582208
[300.00007859],11316.890595691075
[300.00007859],11304.025798589775
[300.00004384],11292.718580982011
[300.00004384],11282.166757503364
[300.00004227],11270.66493707259
[300.00004227],11258.886566488172
[300.00004227],11248.699929517492
[300.00004227],11236.097227709814
[300.00004227],11225.548140027773
[300.00004227],11213.635572351326
[300.00004227],11203.624392718313
[300.00004227],11190.948759103896
[300.00004227],11180.047612277589
[300.00004227],11168.78203714373
[300.00004155],11158.171800982924
[300.00004155],11145.933066640973
[300.00004155],11136.163986105876
[300.00004155],11123.419389456982
[300.00004155],11112.216340873152
[300.00004155],11101.727589222597
[300.00004155],11090.361108861087
[300.00004155],11078.663027067149
[300.00004155],11068.589168907149
[300.00004155],11056.079915599612
[300.00004155],11045.53624845233
[300.00003124],11033.853982700988
[300.00003124],11023.813330607096
[300.00003124],11011.323579429401
[300.00003124],11000.764626494527
[300.00003124],10989.166937485616
[300.00003124],10979.090381540756
[300.00003124],10966.667439128465
[300.00003124],10956.274976759987
[300.00003124],10944.485269438983
[300.00003124],10934.638018916407
[300.00003124],10922.107642410107
[300.00003124],10911.248089297795
[300.00003124],10900.31658032328
[300.00003124],10889.655787240245
[300.00003124],10877.697104625886
[300.00003124],10868.069031894947
[300.00003124],10855.459813083127
[300.00003124],10844.299665670685
[300.00003124],10834.219074779525
[300.00003124],10822.702139949082
[300.00003124],10811.348828182023
[300.00003124],10801.218697422006
[300.00003124],10789.002758829247
[300.0000262],10778.951492822409
[300.0000262],10766.932414685647
[300.0000262],10757.29190041435
[300.0000262],10744.835564788395
[300.0000262],10733.943058417786
[300.0000262],10723.37643304782
[300.0000262],10712.529624654198
[300.00002293],10700.852302590742
[300.00002293],10691.152229163012
[300.00002293],10678.758300096577
[300.00002293],10667.958342159898
[300.00002293],10657.300074962754
[300.00002293],10646.624867945236
[300.00002293],10634.904105650983
[300.00002293],10625.310508934936
[300.00002293],10612.910838271742
[300.00002293],10602.00591536385
[300.00002293],10591.705483070522
[300.00002293],10580.719660622324
[300.00002293],10569.257356440876
[300.00002293],10559.497238313286
[300.00001219],10547.267135443846
[300.00001219],10536.791293174188
[300.00001219],10525.715345295537
[300.00001219],10515.619748204988
[300.00001219],10503.654671753737
[300.00001219],10493.893491003148
[300.00001219],10481.872576344138
[300.00001176],10471.943940059504
[300.00001176],10460.150566090488
[300.00001176],10450.70022394608
[300.00001],10438.395569274959
[300.00001],10427.524329261176
[300.00001],10417.46681947782
[300.00001],10406.416805415061
[300.00001],10395.158864028732
[300.00001],10385.393825556825
[300.00001],10373.333757914583
[300.00001],10363.142386790012
[300.00001],10351.851368568136
[300.00001],10342.16640651463
[300.00001],10330.095233805809
[300.00001],10319.777108040445
[300.00001],10308.750317460885
[300.00001],10298.850064131104
[300.00000842],10286.964738208851
[300.00000842],10277.142568774121
[300.00000842],10265.459687465
[300.00000842],10256.066348711018
[300.00000842],10243.92543565948
[300.00000842],10233.2427414847
[300.00000842],10223.0766101397
[300.00000842],10212.37675952516
[300.00000592],10201.081674390762
[300.00000592],10191.561741405978
[300.00000592],10179.5318307152
[300.00000592],10169.087715468795
[300.00000592],10158.519323188759
[300.00000592],10148.320036625699
[300.00000592],10136.774601414505
[300.00000592],10127.531294265851
[300.00000592],10115.387472240647
[300.00000592],10104.556921934789
[300.00000592],10094.838985100898
[300.00000592],10083.828161554793
[300.00000592],10072.854592619782
[300.00000592],10063.16640139528
[300.00000592],10051.372509509405
[300.00000592],10041.496035018483
[300.00000592],10030.187354930782
[300.00000592],10020.860699679823
[300.00000592],10008.874089334837
[300.00000592],9998.308535311877
[300.00000592],9988.2971566674
[300.00000592],9977.707497805408
[300.00000592],9966.571876074202
[300.00000592],9957.155782783073
[300.00000592],9945.289832547407
[300.00000592],9934.991613066837
[300.00000592],9924.519796706485
[300.00000592],9914.490223084224
[300.00000592],9903.066439790397
[300.00000592],9893.876478703642
[300.00000592],9881.947324383244
[300.00000592],9871.37397866993
[300.00000592],9861.626692406173
[300.00000592],9850.899034968685
[300.00000592],9839.976052313654
[300.00000592],9830.501861912837
[300.00000592],9818.79743428972
[300.00000551],9808.826907883195
[300.00000551],9797.979131083817
[300.00000551],9788.479343186491
[300.00000551],9776.833682935165
[300.00000497],9766.99107983961
[300.00000497],9756.00747931998
[300.00000497],9746.682434766093
[300.00000497],9734.966468108996
[300.0000045],9724.796506753552
[300.0000045],9714.420808027822
[300.0000045],9704.538232112935
[300.0000045],9693.227606239157
[300.0000045],9684.079526778876
[300.0000045],9672.354955034594
[300.0000045],9662.056462577364
[300.0000045],9652.04595560359
[300.0000045],9641.856483430902
[300.0000045],9630.801507375996
[300.0000045],9621.678044012553
[300.0000045],9609.957897289289
[300.0000045],9599.585319004294
[300.0000045],9589.86100397054
[300.0000045],9579.440395052581
[300.0000045],9568.591196751724
[300.00000332],9559.348375747333
[300.00000332],9547.768225945158
[300.00000332],9537.720401887358
[300.00000332],9527.419239880588
[300.00000332],9517.68034646897
[300.00000332],9506.46556083882
[300.0000027],9497.34150673365
[300.0000027],9485.817264879124
[300.0000027],9475.842142294834
[300.0000027],9465.507358909035
[300.0000027],9455.877140051796
[300.0000027],9444.653778591039
[300.0000027],9435.45753828312
[300.0000027],9424.087495935835
[300.0000027],9414.497722452226
[300.0000027],9403.644890827412
[300.0000027],9394.592011811044
[300.0000027],9383.055761585707
[300.0000027],9372.871053096453
[300.0000027],9363.131024473276
[300.00000266],9353.0044968833
[300.00000242],9342.197088427889
[300.00000242],9333.17049007288
[300.00000242],9321.680440470265
[300.00000242],9311.539282927046
[300.00000242],9301.81510035583
[300.00000242],9291.746442158148
[300.00000242],9280.965899544406
[300.00000242],9271.982511195838
[300.00000242],9260.527648852938
[300.00000242],9250.39868598343
[300.00000242],9240.761119796034
[300.00000239],9230.675245401679
[300.00000239],9219.967669388569
[300.00000239],9210.985653879094
[300.00000219],9199.593101299382
[300.00000219],9189.55353550168
[300.00000219],9179.829976107258
[300.00000219],9169.909657709886
[300.00000219],9159.162205471204
[300.00000219],9150.284004673798
[300.00000219],9138.886991709604
[300.00000219],9128.750024297946
[300.00000219],9119.36820481667
[300.00000219],9109.157663766273
[300.00000219],9098.65204751489
[300.00000219],9089.621437374239
[300.00000219],9078.385506468856
[300.00000219],9068.631931804735
[300.00000219],9058.55609544519
[300.00000204],9049.149103030963
[300.00000204],9038.199874954014
[300.00000204],9029.171679326275
[300.00000204],9018.128157332014
[300.00000204],9008.837275386106
[300.00000204],8998.14357916351
[300.00000157],8989.400541539884
[300.00000157],8978.082359896633
[300.00000157],8967.941968588839
[300.00000157],8958.501450441743
[300.00000157],8948.618767041116
[300.00000157],8938.073436658324
[300.00000157],8929.263263336667
[300.00000157],8918.052317011021
[300.00000153],8908.112402244884
[300.00000099],8898.691029757281
[300.00000099],8888.799266937047
[300.00000099],8878.321854258305
[300.00000099],8869.517716990744
[300.00000099],8858.366060943777
[300.00000099],8848.506173014173
[300.00000099],8839.019246409242
[300.00000099],8829.271408663308
[300.00000099],8818.767321818632
[300.00000099],8810.0551683979
[300.00000099],8798.906643679853
[300.00000092],8788.970561340338
[300.00000092],8779.774945986417
[300.00000092],8769.792360924115
[300.00000092],8759.494574509254
[300.00000088],8750.66242576733
[300.00000087],8739.654198124403
[300.00000087],8730.03207239142
[300.00000087],8720.278542967675
[300.00000082],8710.956262955355
[300.00000082],8700.307453216992
[300.00000075],8691.575267954491
[300.00000072],8680.6372835506
[300.00000072],8671.129616320959
[300.00000072],8661.267957974831
[300.00000072],8652.1307864472
[300.00000068],8641.423207948439
[300.00000068],8632.479531757448
[300.00000068],8621.862390319371
[300.00000068],8613.120177325503
[300.00000068],8602.294002785487
[300.00000068],8593.003240792972
[300.00000068],8582.909912129046
[300.00000068],8574.101127451886
[300.00000067],8563.261610504029
[300.00000063],8553.84735962473
[300.00000063],8544.01632808818
[300.00000063],8534.996431618943
[300.00000063],8524.335591362396
[300.00000063],8515.355054677813
[300.00000056],8504.945728921106
[300.00000048],8496.49497391202
[300.00000048],8485.51355460016
[300.00000048],8475.59622768041
[300.00000048],8466.046815112652
[300.00000048],8456.99960615346
[300.00000048],8446.438917014595
[300.00000048],8437.604916363378
[300.00000048],8427.119313589505
[300.00000048],8418.446922125764
[300.00000048],8407.79786293006
[300.00000048],8398.703105650911
[300.00000048],8388.61279775292
[300.00000048],8380.033851083332
[300.00000048],8369.254434312561
[300.00000048],8359.686588235822
[300.00000048],8350.484129403187
[300.00000048],8341.05833176653
[300.00000048],8330.861866892817
[300.00000048],8322.44749096066
[300.00000048],8311.62533867644
[300.00000048],8301.873569915333
[300.00000048],8292.51811523525
[300.00000048],8283.443119277585
[300.00000048],8273.086527115429
[300.00000048],8264.532434674635
[300.00000048],8253.955373140674
[300.00000048],8244.817839113948
[300.00000048],8235.028072254887
[300.00000048],8226.354627060367
[300.00000048],8215.797642601148
[300.00000048],8206.650767296836
[300.00000048],8196.937653182042
[300.00000048],8188.23697799679
[300.00000048],8177.738856494577
[300.00000048],8168.71524936237
[300.00000043],8158.870621969478
[300.00000043],8150.341553793523
[300.00000043],8139.777667279319
[300.00000043],8130.465274716442
[300.00000043],8121.171319739047
[300.00000043],8112.138107757151
[300.00000043],8101.9401613771315
[300.00000043],8093.543783157143
[300.00000043],8083.023236526518
[300.00000043],8073.742553504428
[300.00000043],8064.49007110947
[300.00000043],8055.487892760933
[300.00000043],8045.332224871679
[300.00000043],8036.965291646354
[300.00000043],8026.488649316643
[300.00000043],8017.241455191163
[300.00000043],8008.027086507719
[300.00000043],7999.059427431657
[300.00000043],7988.943822676527
[300.00000043],7980.602164539053
[300.00000043],7970.173879999345
[300.00000043],7960.97366012106
[300.00000043],7951.772005452667
[300.0000004],7942.86528564317
[300.0000004],7932.772818403954
[300.0000004],7924.416008217026
[300.0000004],7914.08023546703
[300.0000004],7905.066544928036
[300.0000004],7895.6334975117325
[300.0000004],7887.039293221568
[300.0000003],7876.805782032838
[300.0000003],7868.035983105519
[300.0000003],7858.290812279518
[300.00000025],7850.040768662705
[300.00000025],7839.631731472752
[300.00000025],7830.275551944278
[300.00000025],7821.201736991301
[300.00000025],7812.408846470833
[300.00000025],7802.387554700571
[300.00000023],7794.030152969353
[300.00000023],7783.8744426745125
[300.00000023],7775.171516600749
[300.00000023],7765.475293504403
[300.00000023],7757.295525071284
[300.00000023],7746.944706146869
[300.00000023],7737.608443865845
[300.00000023],7728.488431599968
[300.00000023],7719.8982201735325
[300.00000023],7709.848533279761
[300.00000023],7701.30207366491
[300.00000023],7691.508388806039
[300.00000021],7683.5022106689485
[300.00000021],7673.122821331366
[300.00000021],7663.644051543277
[300.00000019],7654.151160940226
[300.00000019],7646.1504495031795
[300.00000019],7635.812116041081
[300.00000019],7626.386840821771
[300.00000019],7616.998273922242
[300.00000019],7608.929381525354
[300.00000019],7598.669825629814
[300.00000019],7589.382358845655
[300.00000019],7580.251513784711
[300.00000019],7571.897837459905
[300.00000019],7561.855282197412
[300.00000019],7553.137143055894
[300.00000019],7543.808441031891
[300.00000019],7535.558274501122
[300.00000019],7525.493814651694
[300.00000019],7516.6321513713
[300.00000019],7507.604195566963
[300.00000019],7499.101716238505
[300.00000019],7489.2403177494825
[300.00000017],7480.869033037184
[300.00000016],7471.174792249337
[300.00000016],7463.172636033543
[300.00000016],7453.07919276027
[300.00000014],7444.00834650449
[300.00000014],7435.108750069445
[300.00000014],7426.642163301731
[300.00000013],7416.839980020306
[300.00000013],7408.5151081229715
[300.00000013],7398.870196503747
[300.00000013],7390.895301133707
[300.00000013],7380.872339741298
[300.00000013],7371.879874198722
[300.00000013],7363.037460995634
[300.00000013],7354.596894163758
[300.00000013],7344.86040016396
[300.00000013],7336.597046069834
[300.00000013],7326.9827291047
[300.00000013],7318.99025019809
[300.00000013],7309.086324329751
[300.00000013],7300.313298400806
[300.00000013],7291.51852450473
[300.00000013],7283.069771579298
[300.00000013],7273.421238035746
[300.00000013],7265.271436329822
[300.00000013],7255.625178840321
[300.00000013],7247.456547716481
[300.00000013],7237.859392274627
[300.00000013],7229.7838041386985
[300.00000013],7220.102076461391
[300.0000001],7211.8041538851085
[300.0000001],7202.424429222988
[300.0000001],7194.6638189987325
[300.0000001],7184.68109381413
[300.0000001],7175.526985187951
[300.0000001],7166.25180444228
[300.0000001],7158.20439265392
[300.0000001],7148.592131876551
[300.0000001],7140.369409656439
[300.00000007],7130.999722834173
[300.00000007],7123.294418955828
[300.00000006],7113.362043041739
[300.00000006],7104.244116369551
[300.00000006],7094.981455385336
[300.00000006],7086.835570096266
[300.00000006],7077.4475640475375
[300.00000006],7069.6678683539485
[300.00000005],7059.883254731766
[300.00000005],7051.0417824240285
[300.00000005],7042.218906812441
[300.00000005],7034.241372556826
[300.00000005],7024.574692193228
[300.00000005],7016.011526279706
[300.00000005],7007.36099165118
[300.00000005],6999.151453836834
[300.00000005],6989.674221396137
[300.00000005],6981.568760048193
[300.00000005],6972.292180414015
[300.00000005],6964.6236450563265
[300.00000005],6954.8717708391705
[300.00000005],6945.970135114983
[300.00000005],6936.990104517191
[300.00000005],6929.373660389308
[300.00000005],6919.603699192771
[300.00000005],6910.631728925254
[300.00000005],6901.503946308843
[300.00000005],6893.494650980023
[300.00000005],6884.228740345715
[300.00000005],6876.491462468499
[300.00000005],6866.933626821178
[300.00000005],6858.421397753472
[300.00000005],6849.874274823906
[300.00000005],6841.792223210678
[300.00000005],6832.415640348273
[300.00000005],6824.350941179909
[300.00000005],6815.265456877278
[300.00000005],6807.731622370153
[300.00000005],6798.051718576649
[300.00000005],6789.143414993104
[300.00000005],6780.032973396736
[300.00000005],6771.855392513554
[300.00000005],6763.00869665505
[300.00000005],6755.319491326155
[300.00000005],6745.7982422539
[300.00000005],6737.195685935934
[300.00000005],6728.531771623448
[300.00000005],6720.813429362517
[300.00000005],6711.350687256397
[300.00000005],6702.854752532184
[300.00000005],6694.288948154135
[300.00000005],6686.487689887993
[300.00000005],6677.115863289631
[300.00000005],6668.827633596804
[300.00000005],6660.340275143372
[300.00000005],6652.444108450348
[300.00000005],6643.172774204034
[300.00000005],6635.12285805136
